sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT ( lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY ( cm);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Satellites in range;Temperature ( °C);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.0494;9.5481;-0.0096;1.4765;9.6593;0.8294;0.6209;-0.0825;-0.8007;-0.0162;0.0061;0.0021;0.0;11.46;-24.6;-22.5;262.92;-79.84;-60.22;0.0;868.04;68.309;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;414408;2014-11-08 14:00:10:222
1.9632;9.5864;-0.0479;1.3912;9.6724;0.8244;0.572;-0.086;-0.8723;-0.047;-0.109;-0.0012;0.0;11.76;-24.0;-22.68;264.32;-80.51;-59.35;0.0;868.0;71.883;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;423701;2014-11-08 14:00:10:705
1.9632;9.5864;-0.0479;1.3699;9.6769;0.8073;0.5454;-0.0713;-0.9606;-0.047;-0.109;-0.0012;0.0;11.76;-24.0;-22.68;264.32;-80.51;-59.35;0.0;868.07;71.883;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;414908;2014-11-08 14:00:10:722
1.9345;9.6534;-0.1149;1.3519;9.682;0.7755;0.5443;-0.0382;-0.9191;-0.0058;-0.1457;-0.0037;1.0;11.1;-23.82;-22.92;265.65;-80.86;-60.16;0.0;868.01;65.911;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;424202;2014-11-08 14:00:11:206
1.9345;9.6534;-0.1149;1.3519;9.682;0.7755;0.5443;-0.0382;-0.9191;-0.0058;-0.1457;-0.0037;1.0;11.1;-23.82;-22.92;265.65;-80.86;-60.16;0.0;868.01;65.911;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;415408;2014-11-08 14:00:11:222
1.8579;9.5864;-0.5076;1.2595;9.7059;0.6169;0.5984;-0.1195;-1.1244;0.0629;-0.1979;-0.0214;0.0;10.26;-23.88;-23.52;265.78;-81.3;-63.55;0.0;868.06;69.831;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;424703;2014-11-08 14:00:11:707
1.8579;9.5864;-0.5076;1.2595;9.7059;0.6169;0.5984;-0.1195;-1.1244;-0.0223;0.1264;-0.1836;0.0;10.26;-23.88;-23.52;265.78;-81.3;-63.55;0.0;868.06;69.831;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;415908;2014-11-08 14:00:11:722
1.8771;9.8833;-1.2258;0.9033;9.7532;0.4783;0.8971;0.1683;-1.5126;0.0834;-0.1319;0.0186;0.0;9.36;-24.3;-24.06;262.29;-80.56;-68.38;0.0;868.11;67.713;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;425203;2014-11-08 14:00:12:207
1.8771;9.8833;-1.2258;0.9033;9.7532;0.4783;0.8971;0.1683;-1.5126;0.0834;-0.1319;0.0186;0.0;9.36;-24.3;-24.06;262.29;-80.56;-68.38;0.0;868.11;67.713;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;416408;2014-11-08 14:00:12:222
1.8196;8.6479;-2.9113;1.5634;9.5883;-1.3379;0.2849;-0.318;-1.1234;0.5064;-0.7593;0.3097;0.0;7.02;-24.9;-23.1;207.27;-77.89;-130.55;0.0;868.14;65.337;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;425705;2014-11-08 14:00:12:709
1.8196;8.6479;-2.9113;1.3811;9.5188;-1.9118;-0.5001;-1.2445;-1.9094;0.5064;-0.7593;0.3097;0.0;7.02;-24.9;-23.1;207.27;-77.89;-130.55;0.0;868.14;65.337;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;416910;2014-11-08 14:00:12:724
1.2354;9.5672;-1.5036;0.9504;9.7594;0.1479;-0.529;0.2388;-0.3394;-0.7709;-0.4756;0.1252;0.0;-1.44;-25.08;-22.62;275.19;-84.37;-81.16;0.0;868.02;66.939;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;426205;2014-11-08 14:00:13:209
1.2354;9.5672;-1.5036;0.9504;9.7594;0.1479;-0.529;0.2388;-0.3394;-0.7709;-0.4756;0.1252;0.0;-1.44;-25.08;-22.62;275.19;-84.37;-81.16;0.0;868.02;66.939;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;417410;2014-11-08 14:00:13:224
1.5897;10.9559;-1.6759;0.8319;9.76;0.4701;-1.1863;1.962;-1.4565;0.299;0.5366;-0.3244;0.0;-14.52;-19.5;-25.08;328.4;-84.41;-60.53;0.0;868.18;67.478;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;426705;2014-11-08 14:00:13:709
1.5897;10.9559;-1.6759;0.8319;9.76;0.4701;-1.1863;1.962;-1.4565;2.7987;-1.9273;-1.0739;0.0;-14.52;-19.5;-25.08;328.4;-84.41;-60.53;0.0;868.18;67.478;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;417910;2014-11-08 14:00:13:724
-2.9497;10.6015;-5.3247;0.6664;9.7415;-0.9102;-1.2889;-1.7449;-2.8439;-0.5305;1.066;0.0388;0.0;-17.58;-21.18;-21.18;252.12;-83.39;-143.79;0.0;868.03;69.545;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;427206;2014-11-08 14:00:14:210
-2.9497;10.6015;-5.3247;0.6664;9.7415;-0.9102;-1.2889;-1.7449;-2.8439;-0.5305;1.066;0.0388;0.0;-17.58;-21.18;-21.18;252.12;-83.39;-143.79;0.0;868.03;69.545;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;418410;2014-11-08 14:00:14:224
0.2777;9.4236;0.3352;2.6398;9.4204;-0.6768;-1.4618;0.7214;-0.051;-0.3033;-0.8005;0.314;0.0;-15.36;-25.5;-18.06;277.31;-73.87;-104.38;0.0;868.03;69.545;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;427706;2014-11-08 14:00:14:710
0.2777;9.4236;0.3352;2.4418;9.4874;0.4441;-2.1641;-0.0638;-0.1089;-0.3033;-0.8005;0.314;0.0;-15.36;-25.5;-18.06;277.31;-73.87;-104.38;0.0;868.03;74.586;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;418910;2014-11-08 14:00:14:724
2.7102;11.4156;-1.3216;0.1349;9.7306;-1.2114;1.4357;1.5317;-1.2307;1.149;0.2028;-0.7587;0.0;-19.62;-20.82;-18.78;228.93;-82.86;-173.65;0.0;868.07;73.709;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;428206;2014-11-08 14:00:15:210
2.7102;11.4156;-1.3216;0.1349;9.7306;-1.2114;1.4357;1.5317;-1.2307;1.149;0.2028;-0.7587;0.0;-19.62;-20.82;-18.78;228.93;-82.86;-173.65;0.0;868.07;73.709;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;419410;2014-11-08 14:00:15:224
0.6895;16.4146;-3.6966;1.5727;9.6403;-0.8732;-1.4578;9.1207;2.5779;-0.3525;0.1781;-0.7724;0.0;-18.0;-23.64;-17.76;277.29;-84.03;-132.04;0.0;868.07;72.651;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;428706;2014-11-08 14:00:15:710
10.6686;2.2218;-2.1835;1.5727;9.6403;-0.8732;-1.4578;9.1207;2.5779;0.4572;0.8238;0.1616;0.0;-18.0;-23.64;-17.76;277.29;-84.03;-132.04;0.0;868.07;72.651;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;419911;2014-11-08 14:00:15:725
0.8811;9.6917;-1.1109;2.1916;9.3374;2.0446;-1.301;1.2641;-3.3375;-0.7468;0.0284;0.609;0.0;-13.8;-17.16;-30.18;332.74;-72.2;-46.99;0.0;868.07;73.635;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;429206;2014-11-08 14:00:16:210
0.8811;9.6917;-1.1109;2.1916;9.3374;2.0446;-1.301;1.2641;-3.3375;-0.7468;0.0284;0.609;0.0;-13.8;-17.16;-30.18;332.74;-72.2;-46.99;0.0;868.07;73.635;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;420411;2014-11-08 14:00:16:225
0.9002;6.675;-1.1013;0.7917;9.7644;-0.4468;-0.2075;-3.2043;-0.3864;0.9838;0.7785;-0.7572;0.0;-16.74;-28.26;-14.88;282.65;-84.68;-119.44;0.0;868.14;69.599;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;429707;2014-11-08 14:00:16:711
0.9002;6.675;-1.1013;0.6926;9.6253;-1.7449;1.0216;-4.0133;0.7393;0.9838;0.7785;-0.7572;0.0;-16.74;-28.26;-14.88;282.65;-84.68;-119.44;0.0;868.14;69.599;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;420911;2014-11-08 14:00:16:725
1.1588;8.2744;-3.304;0.2805;9.7592;-0.9221;-3.575;2.2214;2.6555;-0.6103;0.4664;0.1182;0.0;-13.62;-28.02;-18.12;186.63;-77.49;159.51;0.0;868.05;73.104;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;430207;2014-11-08 14:00:17:211
1.1588;8.2744;-3.304;0.2805;9.7592;-0.9221;-3.575;2.2214;2.6555;-0.6103;0.4664;0.1182;0.0;-13.62;-28.02;-18.12;186.63;-77.49;159.51;0.0;868.05;73.104;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;421411;2014-11-08 14:00:17:225
-1.5993;11.7603;-1.2354;1.1838;9.6416;1.3451;-1.8829;2.09;-2.3028;-0.0715;-0.5147;-0.0748;0.0;-20.7;-19.02;-25.2;345.13;-73.68;-48.03;0.0;868.05;73.104;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;430708;2014-11-08 14:00:17:712
-1.5993;11.7603;-1.2354;1.1838;9.6416;1.3451;-1.8829;2.09;-2.3028;2.16;-0.2077;-0.7117;0.0;-20.7;-19.02;-25.2;345.13;-73.68;-48.03;0.0;868.05;73.104;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;421911;2014-11-08 14:00:17:725
-5.8035;13.3788;-6.426;0.6699;9.7468;-0.8498;-5.1518;2.8563;-5.4134;-1.3589;0.2282;0.3882;0.0;-10.56;-31.56;-18.3;239.89;-78.31;-148.91;0.0;868.11;73.104;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;431208;2014-11-08 14:00:18:212
-5.8035;13.3788;-6.426;0.6699;9.7468;-0.8498;-5.1518;2.8563;-5.4134;-1.3589;0.2282;0.3882;0.0;-10.56;-31.56;-18.3;239.89;-78.31;-148.91;0.0;868.11;73.104;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;422411;2014-11-08 14:00:18:225
-0.1628;10.0844;-2.1356;1.8433;9.6096;0.654;-1.3645;-0.0999;1.7498;-0.1316;-0.3845;0.3436;0.0;-15.9;-20.76;-25.02;315.88;-78.5;-70.47;0.0;868.05;71.032;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;431710;2014-11-08 14:00:18:714
-0.1628;10.0844;-2.1356;1.7826;9.4876;1.7257;-1.8113;0.3286;-2.5206;-0.1316;-0.3845;0.3436;0.0;-15.9;-20.76;-25.02;315.88;-78.5;-70.47;0.0;868.05;71.032;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;422911;2014-11-08 14:00:18:725
0.2682;8.5425;0.6512;0.7102;9.7441;-0.8472;1.4733;1.7672;-1.0107;0.9652;-0.2318;-0.5681;0.0;-18.9;-27.06;-14.28;13.44;-81.78;-31.74;0.0;868.02;63.549;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;432211;2014-11-08 14:00:19:215
0.2682;8.5425;0.6512;0.7102;9.7441;-0.8472;1.4733;1.7672;-1.0107;0.9652;-0.2318;-0.5681;0.0;-18.9;-27.06;-14.28;13.44;-81.78;-31.74;0.0;868.02;63.549;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;423411;2014-11-08 14:00:19:225
1.6089;11.2911;0.5171;0.624;9.5018;-2.3443;0.9849;1.7892;2.8615;-0.1145;0.0458;-0.2608;0.0;-15.54;-27.48;-16.26;241.71;-77.41;-150.38;0.0;867.98;63.549;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;432711;2014-11-08 14:00:19:715
1.6089;11.2911;0.5171;0.624;9.5018;-2.3443;0.9849;1.7892;2.8615;-0.3641;-0.3018;0.3378;0.0;-15.54;-27.48;-16.26;241.71;-77.41;-150.38;0.0;867.98;63.549;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;423911;2014-11-08 14:00:19:725
0.7374;10.0078;-0.6991;1.8947;9.6013;0.6292;-1.1286;0.3969;-1.2517;-0.3723;-0.3228;0.3079;0.0;-18.42;-20.82;-22.44;311.21;-78.47;-78.67;0.0;868.01;63.549;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;433211;2014-11-08 14:00:20:215
0.7374;10.0078;-0.6991;1.8947;9.6013;0.6292;-1.1286;0.3969;-1.2517;-0.3723;-0.3228;0.3079;0.0;-18.42;-20.82;-22.44;311.21;-78.47;-78.67;0.0;868.01;63.549;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;424411;2014-11-08 14:00:20:225
2.8635;9.6247;-1.6951;1.0428;9.7441;-0.367;1.2364;0.8095;-1.8836;1.2541;-0.5837;-0.0962;0.0;-23.22;-19.8;-18.6;297.03;-83.53;-109.39;0.0;867.98;63.313;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;433711;2014-11-08 14:00:20:715
2.8635;9.6247;-1.6951;0.9879;9.6879;-1.1574;1.8756;-0.0632;-0.5377;1.2541;-0.5837;-0.0962;0.0;-23.22;-19.8;-18.6;297.03;-83.53;-109.39;0.0;867.98;63.313;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;424911;2014-11-08 14:00:20:725
2.9592;9.7109;-0.7853;1.7833;9.5954;-0.9581;-2.1568;1.6477;-2.1831;-0.1133;-1.3757;0.828;0.0;-23.28;-23.16;-14.28;290.31;-78.09;-118.25;0.0;868.0;68.664;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;434211;2014-11-08 14:00:21:215
2.9592;9.7109;-0.7853;1.7833;9.5954;-0.9581;-2.1568;1.6477;-2.1831;-0.1133;-1.3757;0.828;0.0;-23.28;-23.16;-14.28;290.31;-78.09;-118.25;0.0;868.0;68.664;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;425411;2014-11-08 14:00:21:225
1.0343;9.7109;-0.182;1.8438;9.6276;-0.2825;-0.8095;0.0833;0.1006;0.0996;-1.1417;0.1472;0.0;-25.98;-23.46;-9.84;324.49;-79.03;-98.71;0.0;868.07;69.826;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;434711;2014-11-08 14:00:21:715
1.0343;9.7109;-0.182;1.8438;9.6276;-0.2825;-0.8095;0.0833;0.1006;0.2721;-1.1194;0.0751;0.0;-25.98;-23.46;-9.84;324.49;-79.03;-98.71;0.0;868.07;69.826;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;425911;2014-11-08 14:00:21:725
0.7278;9.4427;-3.4668;1.4992;9.4904;-1.9636;-0.7713;-0.0476;-1.5033;0.2786;-0.5021;0.3922;0.0;-29.34;-20.52;1.62;301.3;-75.41;-142.64;0.0;868.07;69.123;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;435211;2014-11-08 14:00:22:215
0.7278;9.4427;-3.4668;1.4992;9.4904;-1.9636;-0.7713;-0.0476;-1.5033;0.2786;-0.5021;0.3922;0.0;-29.34;-20.52;1.62;301.3;-75.41;-142.64;0.0;868.07;69.123;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;426411;2014-11-08 14:00:22:225
1.3886;9.414;-3.3519;1.9184;9.1916;-2.8292;-0.5297;0.2224;-0.5227;0.2697;0.1289;0.0107;0.0;-29.46;-18.72;13.62;320.37;-69.6;-145.86;0.0;868.01;61.101;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;435711;2014-11-08 14:00:22:715
1.3886;9.414;-3.3519;1.9184;9.1916;-2.8292;-0.5297;0.2224;-0.5227;0.2697;0.1289;0.0107;0.0;-29.46;-18.72;13.62;320.37;-69.6;-145.86;0.0;868.01;61.101;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;426912;2014-11-08 14:00:22:726
1.4365;9.3278;-2.375;1.8568;8.9055;-3.6626;-0.2893;0.4081;1.3168;-0.0452;-0.1451;-0.095;0.0;-29.88;-18.12;15.48;310.28;-65.25;-153.12;0.0;868.18;61.101;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;436212;2014-11-08 14:00:23:216
1.4365;9.3278;-2.375;1.8568;8.9055;-3.6626;-0.2893;0.4081;1.3168;-0.0452;-0.1451;-0.095;0.0;-29.88;-18.12;15.48;310.28;-65.25;-153.12;0.0;868.18;61.101;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;427412;2014-11-08 14:00:23:226
1.1971;9.7109;-1.6951;2.089;9.1738;-2.7653;-0.682;0.5871;0.897;-0.2899;0.1863;0.0834;0.0;-31.2;-18.78;12.36;312.8;-67.12;-146.22;0.0;868.14;61.101;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;436712;2014-11-08 14:00:23:716
1.1971;9.7109;-1.6951;2.089;9.1738;-2.7653;-1.0591;0.5184;0.8697;-0.2575;0.3204;0.0648;0.0;-31.2;-18.78;12.36;312.8;-67.12;-146.22;0.0;868.14;61.101;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;427913;2014-11-08 14:00:23:727
1.6376;9.7588;-0.7949;2.545;9.3882;-1.2469;-0.8783;0.3819;0.5887;-0.1857;-0.0706;0.0067;0.0;-32.28;-18.9;7.02;335.89;-72.6;-121.37;0.0;868.07;61.101;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;437212;2014-11-08 14:00:24:216
1.3599;9.663;-0.5555;2.545;9.3882;-1.2469;-0.8783;0.3819;0.5887;-0.1857;-0.0706;0.0067;0.0;-32.28;-18.9;7.02;335.89;-72.6;-121.37;0.0;868.07;61.101;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;428414;2014-11-08 14:00:24:228
1.6951;9.6726;-0.1724;2.5472;9.4451;-0.6872;-0.8895;0.3719;0.3883;-0.018;-0.0977;0.0183;0.0;-33.0;-18.84;3.0;344.09;-73.85;-107.99;0.0;868.07;61.101;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;437712;2014-11-08 14:00:24:716
1.6951;9.6726;-0.1724;2.675;9.4195;-0.5369;-0.8895;0.3719;0.3883;-0.018;-0.0977;0.0183;0.0;-33.0;-18.84;3.0;344.09;-73.85;-107.99;0.0;868.07;61.101;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;428914;2014-11-08 14:00:24:728
1.4078;9.6151;-0.3926;2.7471;9.4105;-0.256;-1.1648;0.17;-0.1909;-0.0101;-0.0086;0.0568;1.0;-33.24;-18.48;0.9;355.55;-73.66;-95.32;0.0;868.07;64.469;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;438213;2014-11-08 14:00:25:217
1.6472;9.5768;-0.4788;2.7471;9.4105;-0.256;-1.1648;0.17;-0.1909;-0.0101;-0.0086;0.0568;1.0;-33.24;-18.48;0.9;355.55;-73.66;-95.32;0.0;868.07;64.469;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;429414;2014-11-08 14:00:25:228
1.6281;9.6343;-0.6416;2.8512;9.3785;-0.2907;-1.2368;0.2696;-0.3101;-0.0715;-0.1741;-0.0241;0.0;-33.48;-18.36;1.32;355.13;-73.03;-95.62;0.0;868.18;64.469;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;438714;2014-11-08 14:00:25:718
1.6281;9.6343;-0.6416;2.8512;9.3785;-0.2907;-1.1842;0.2441;-0.3494;-0.0302;-0.0192;0.0217;0.0;-33.48;-18.36;1.32;355.13;-73.03;-95.62;0.0;868.18;64.469;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;429915;2014-11-08 14:00:25:729
1.6568;9.663;-0.3926;2.7003;9.4197;-0.3853;-0.9881;0.2657;-0.0204;-0.0406;0.0052;0.0024;0.0;-33.24;-18.18;2.22;355.16;-73.67;-97.37;0.0;868.03;66.998;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;439215;2014-11-08 14:00:26:219
1.6568;9.663;-0.3926;2.7003;9.4197;-0.3853;-0.9881;0.2657;-0.0204;-0.0406;0.0052;0.0024;0.0;-33.24;-18.18;2.22;355.16;-73.67;-97.37;0.0;868.03;66.998;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;430416;2014-11-08 14:00:26:230
1.5419;9.6534;-0.3735;2.6907;9.4234;-0.3615;-1.1718;0.2368;-0.0092;-0.0418;0.0266;0.0275;0.0;-33.36;-18.36;2.22;354.15;-73.65;-98.19;0.0;868.09;61.427;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;439715;2014-11-08 14:00:26:719
1.5419;9.6534;-0.3735;2.6907;9.4234;-0.3615;-1.1718;0.2368;-0.0092;-0.0418;0.0266;0.0275;0.0;-33.36;-18.36;2.22;354.15;-73.65;-98.19;0.0;868.09;61.427;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;430916;2014-11-08 14:00:26:730
1.6855;9.6534;-0.2298;2.6625;9.4323;-0.338;-0.972;0.219;0.0858;-0.0385;0.0574;0.0247;0.0;-33.54;-18.78;1.44;352.62;-74.15;-97.66;0.0;868.07;61.427;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;440215;2014-11-08 14:00:27:219
1.6855;9.6534;-0.2298;2.6625;9.4323;-0.338;-0.972;0.219;0.0858;-0.0385;0.0574;0.0247;0.0;-33.72;-18.78;1.2;353.14;-74.12;-97.23;0.0;868.07;61.427;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;431417;2014-11-08 14:00:27:231
1.6951;9.6917;-0.2777;2.6998;9.4259;-0.1854;-1.0013;0.2647;-0.1009;-0.0205;0.128;0.026;0.0;-33.18;-18.42;0.24;353.63;-73.95;-95.17;0.0;867.99;61.002;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;440715;2014-11-08 14:00:27:719
1.6951;9.6917;-0.2777;2.6998;9.4259;-0.1854;-1.0013;0.2647;-0.1009;-0.0205;0.128;0.026;0.0;-33.18;-18.42;0.24;353.63;-73.95;-95.17;0.0;867.99;61.002;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;431919;2014-11-08 14:00:27:733
1.9249;9.6534;0.0;2.6493;9.4411;-0.1295;-0.7476;0.2188;0.1233;-0.0107;-0.0449;-0.0113;0.0;-33.06;-18.24;-0.48;355.78;-74.04;-93.43;0.0;868.11;57.937;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;441215;2014-11-08 14:00:28:219
1.7621;9.596;-0.0287;2.6493;9.4411;-0.1295;-0.7476;0.2188;0.1233;-0.0107;-0.0449;-0.0113;0.0;-33.06;-18.24;-0.48;355.78;-74.04;-93.43;0.0;868.11;57.937;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;432419;2014-11-08 14:00:28:233
1.6376;9.6055;-0.1724;2.5582;9.467;-0.0505;-0.9005;0.1984;-0.1652;-0.0156;-0.0284;0.0055;0.0;-33.0;-18.42;-1.56;354.1;-74.34;-91.35;0.0;868.14;63.33;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;441716;2014-11-08 14:00:28:720
1.6376;9.6055;-0.1724;2.5582;9.467;-0.0505;-0.9005;0.1984;-0.1652;-0.0156;-0.0284;0.0055;0.0;-33.0;-18.42;-1.56;354.1;-74.34;-91.35;0.0;868.14;63.33;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;432922;2014-11-08 14:00:28:736
1.7909;9.6822;-0.2011;2.5332;9.4736;-0.064;-0.8376;0.1605;-0.1032;-0.0205;-0.0382;0.0223;0.0;-32.76;-18.66;-1.26;356.11;-75.03;-91.45;0.0;868.19;67.891;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;442217;2014-11-08 14:00:29:221
1.5706;9.6822;-0.3065;2.5332;9.4736;-0.064;-0.8376;0.1605;-0.1032;-0.0205;-0.0382;0.0223;0.0;-32.76;-18.66;-1.26;356.11;-75.03;-91.45;0.0;868.19;67.891;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;433422;2014-11-08 14:00:29:236
1.5036;9.596;-0.1149;2.5547;9.4679;-0.0451;-1.0512;0.128;-0.0698;-0.0608;0.055;0.029;0.0;-32.82;-18.72;-1.5;355.21;-75.11;-92.19;0.0;868.15;71.82;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;442717;2014-11-08 14:00:29:721
1.5036;9.596;-0.1149;2.5547;9.4679;-0.0451;-1.0512;0.128;-0.0698;-0.0608;0.055;0.029;0.0;-32.82;-18.72;-1.5;355.21;-75.11;-92.19;0.0;868.15;71.82;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;433922;2014-11-08 14:00:29:736
1.6185;9.7492;-0.1149;2.5356;9.4726;0.108;-0.9554;0.2575;-0.1463;-0.0641;-0.2401;0.0055;1.0;-33.24;-18.78;-1.62;358.74;-75.0;-87.56;0.0;868.13;60.001;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;443217;2014-11-08 14:00:30:221
1.1779;9.6726;0.0958;2.5356;9.4726;0.108;-0.9554;0.2575;-0.1463;-0.0641;-0.2401;0.0055;1.0;-33.24;-18.78;-1.62;358.74;-75.0;-87.56;0.0;868.13;60.001;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;434422;2014-11-08 14:00:30:236
1.8962;9.8067;0.1053;2.4454;9.4958;0.142;-0.5492;0.3109;-0.0367;-0.0046;-0.026;0.0266;1.0;-33.12;-18.42;-0.6;2.94;-75.3;-85.83;0.0;868.07;58.546;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;443717;2014-11-08 14:00:30:721
1.7047;9.6534;-0.067;2.4454;9.4958;0.142;-0.5492;0.3109;-0.0367;-0.0046;-0.026;0.0266;1.0;-33.12;-18.42;-0.6;2.94;-75.3;-85.83;0.0;868.07;58.546;19.51996;-96.91562;;;169.35483;0 / 0;89.4;85.0;4.068;434922;2014-11-08 14:00:30:736
